SMILES
[O-][N+](=O)C1=CC=C(Cl)C=C1
C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C
CN1CCN(CC1)C(=O)C1CCCCC1
NC1=CC=C(C=C1)[N+]([O-])=O
OC1=CC=C(C=C1)[N+]([O-])=O
CC1=CC(=O)NO1
COC1=CC=C(C=C1)C(C)=O
CN(C)C1=CC=C(C=O)C=C1
[O-][N+](=O)C1=CC=C(CBr)C=C1
[O-][N+](=O)C1=CC=C(CCl)C=C1
CNC1=CC=C(C=C1)[N+]([O-])=O
CC(C)C1=CC=C(C=C1)C(C)C
CC(=O)C1=CC=C(C=C1)[N+]([O-])=O
ClC(=O)C1=CC=C(C=C1)C(Cl)=O
OC(=O)C1=CC=C(C=C1)C(O)=O
CN(C)C1=CC=C(C=C1)N(C)C
CCCCCCCC(OC)OC
[Ba++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
Cl[Nd](Cl)Cl
[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O
Cl[Dy](Cl)Cl
Cl[In](Cl)Cl
ClP(Cl)(Cl)=O
Cl[Sb](Cl)Cl
ClP(Cl)(Cl)(Cl)Cl
O.O.O.O.O.O.O.[Co++].[O-]S([O-])(=O)=O
CCCCCCCCCCCl
OCCC1=CC=C(C=C1)[N+]([O-])=O
CCCCCCCCCCCCCCC(O)=O
CCOC1=CC=C(C=C1)[N+]([O-])=O
[K+].CC1=CC=CN2C(=O)C(=CN=C12)C1=NN=N[N-]1
CCCCCC\C=C\CCCCCCCC(O)=O
CCCCCCOC(=O)C(C)CC
NN.OS(O)(=O)=O
CCN(CC)CCN
CCN(CC)CCO
BrCC1=CC=CC=C1
[NH3+]O.[NH3+]O.[O-]S([O-])(=O)=O
C=CC1CCC=CC1
CCC1=CC=CC=C1
C=CC1=CC=CC=C1
CCCCCC(CO)CCC
OB(O)O
[Cl-].[Cl-].[Ca++]
C=CC1=CC=NC=C1
ClCC1=CC=CC=C1
NCC1=CC=CC=C1
N#CC1=CC=CC=C1
N#CC1=CC=NC=C1
Cl.Cl.CC1=C(O)C(CO)=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C=N1
O=CC1CCC=CC1
OCC1=CC=CC=C1
[Cl-].CC[N+](C)(CC)CC
O=CC1=CC=CC=C1
SCC1=CC=CC=C1
N#CC1=CN=CC=C1
OCC1=CC=CN=C1
Cl[Hg]C1=CC=CC=C1
ClC\C=C/Cl
CNC1=CC=CC=C1
NNC1=CC=CC=C1
ON=C1CCCCC1
ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1
ONC1=CC=CC=C1
OC(=O)CCC(O)=O.C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1
C=CC1=CC=CC=N1
N#CC1=NC=CC=C1
CCNC1=NC(N)=NC(Cl)=N1
CCN1CCOCC1
O=NN1CCCCC1
C1CN2CCC1CC2
COC(=O)C1=C(N(C)N=C1Cl)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1
CC1=CC(C=C)=CC=C1
CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1
[OH-].C[N+](C)(C)CC1=CC=CC=C1
OC1=CC=CC=C1C1=NN=CO1
CC(C)(O)CC1=CC=CC=C1
[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=O
OS(=O)(=O)NC1CCCCC1
CCCC(=O)OC(C)(C)CC1=CC=CC=C1
CC(=O)C1=CC=C(C=C1)C(C)=O
C1N2CN3CN1CN(C2)C3
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1
O.O.O.O.O.O.[Ni++].[O-]S([O-])(=O)=O
O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1
[Na+].[Na+].[O-][Se]([O-])=O
[Tl+].[O-][N+]([O-])=O
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1
[Cl-].[Cl-].[Cd++]
CC(OC1=CC(Cl)=CC=C1)C(O)=O
CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=CC=C1
NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1
Cl.CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1
OC1=CC=CC(NC2=CC=CC=C2)=C1
COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(OC)=NC(C)=N1
ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1
CC(C)OC(=O)NC1=CC=CC(Cl)=C1
[Ca++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
[Br-].CN(C)C(=O)OC1=CC=C[N+](C)=C1
ClCC#CCOC(=O)NC1=CC=CC(Cl)=C1
